NCT_ID,Brief_Title,Official_Title,Start_Date,Year,Status,Phase,Enrollment,Enrollment_Type,Sponsor_Class,Countries,Subspecialty,Retina_Subtype,Modality,AI_Tag,Was_UpRanked,Source_MeSH,Source_Text
NCT04151446,Safety & Efficacy of the Laser Scleral Microporation Procedure (Taiwan),Evaluation of the Safety & Efficacy of the Laser Scleral Microporation Procedure to Restore Visual Function and Range of Accommodation,2019-04-23,2019,TERMINATED,,11.0,ACTUAL,Industry,Taiwan,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT04151550,Safety & Efficacy of the Laser Scleral Microporation Procedure (Philippines),Evaluation of the Safety and Efficacy of the Laser Scleral Microporation Procedure to Restore Visual Function and Range of Accommodation,2019-09-25,2019,COMPLETED,,50.0,ACTUAL,Industry,Philippines,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT04152109,Integrative and Complementary Health Practices (PICS),Evaluation of Integrative and Complementary Practices in Health (PICS),2019-10-02,2019,RECRUITING,,60.0,ESTIMATED,Other,Brazil,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT04152278,Chlamydia Tracomatis and Other Lower Genital Tract Infections Among Women With Unexplained Early Miscarriage,Chlamydia Tracomatis and Other Lower Genital Tract Infections Among Women With Unexplained Early Miscarriage,2017-09-01,2019,COMPLETED,,600.0,ACTUAL,Other,Egypt,General/Other,General/Other,Imaging/Diagnostics,False,False,False,True
NCT04153123,Ophthalmic Artery Resistance Index After Peribulbar Block in the Presence of Epinephrine,Ophthalmic Artery Resistance Index After Peribulbar Block in the Presence of Epinephrine,2013-12-01,2019,COMPLETED,,26.0,ACTUAL,Other,Brazil,Cataract & Lens,Cataract & Lens,Pharmacologic,False,False,False,True
NCT04153253,Intravitreal Aflibercept Injection or Early Vitrectomy for Diabetic Vitreous Hemorrhage,Intravitreal Aflibercept Injection With Panretinal Photocoagulation Versus Early Vitrectomy for Diabetic Vitreous Hemorrhage,2018-03-07,2019,COMPLETED,PHASE4,34.0,ACTUAL,Other,Kuwait,Retina,Medical Retina,Pharmacologic,False,False,False,True
NCT04153344,Function of the Pigment Epithelium in Patients With Type 1 Neurofibromatosis,Function of the Pigment Epithelium in Patients With Type 1 Neurofibromatosis,2020-05-11,2019,COMPLETED,,30.0,ACTUAL,Other,France,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,False,True
NCT04153773,OCT and Early Cognitive Impairment in Multiple Sclerosis,Retinal Thickness as a Potential Biomarker of Neurodegeneration and Early Cognitive Impairment in Patients With Multiple Sclerosis,2018-08-01,2019,COMPLETED,,90.0,ACTUAL,Other,Egypt,Retina,Retina (Other/Unclear),Imaging/Diagnostics,False,False,False,True
NCT04154969,The Effect of Vestibulo-ocular Reflex Improving Exercise on Gait and Balance Among Post Stroke Sub Acute Patients,The Effect of Vestibulo-ocular Reflex Improving Exercise on Gait and Balance Among Post Stroke Sub Acute Patients,2019-11-10,2019,UNKNOWN,,60.0,ESTIMATED,Other,Israel,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT04155164,Effect of Metformin on Visual Function in Patients With Glaucoma,Effect of Metformin on Visual Function in Patients With Primary Open Angle Glaucoma: A Randomized Control Study,2019-12-10,2019,UNKNOWN,,40.0,ESTIMATED,Other,China,Glaucoma,Glaucoma,Pharmacologic,False,False,True,True
NCT04155424,A Study of the Safety and Activity of Eculizumab in Pediatric Participants With Relapsing Neuromyelitis Optica Spectrum Disorder,"A Phase 2/3 Open-Label, Single-Arm Trial to Evaluate the Safety and Activity of Eculizumab in Pediatric Patients With Relapsing Neuromyelitis Optica Spectrum Disorder",2020-01-14,2019,TERMINATED,PHASE2/PHASE3,5.0,ACTUAL,Industry,Canada|Germany|Italy|Japan|South Korea|Spain|United States,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,True
NCT04156022,Dystonia Coalition Projects,Natural History and Biospecimen Repository for Dystonia; Comprehensive Rating Tools for Cervical Dystonia; Validity & Reliability of Diagnostic Methods & Measures of Spasmodic Dysphonia,2015-05-01,2019,TERMINATED,,2.0,ACTUAL,Other,Missing/Not Listed,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT04156347,Topotecan Episcleral Plaque for Treatment of Retinoblastoma,"A Phase I Study of Sequestered Transscleral, Controlled-Release Topotecan Delivered From an Episcleral Reservoir in Retinoblastoma Eyes",2021-06-16,2019,UNKNOWN,PHASE1,42.0,ESTIMATED,Industry,Canada|United States,Ocular Oncology,Ocular Oncology,Pharmacologic,False,False,True,True
NCT04156737,A Comparative Study of TECNIS Symfony Plus IOL and a Trifocal IOL,A Comparative Clinical Evaluation of a New TECNIS® Presbyopia-correcting Intraocular Lens Against a Trifocal Intraocular Lens,2020-01-24,2019,COMPLETED,,205.0,ACTUAL,Industry,New Zealand|Philippines|Singapore|Spain,Cataract & Lens,Cataract & Lens,Device/Hardware,False,False,True,True
NCT04156763,Virtual Reality Test of Strabismus,A Comparison of Prism Cover Testing and a Virtual Reality Headset-based Test in the Objective Assessment of Ocular Deviation,2020-06-22,2019,TERMINATED,,19.0,ACTUAL,Other,United Kingdom,Neuro-Ophthalmology,Neuro-Ophthalmology,Other/Unspecified,False,False,True,True
NCT04157023,Simulator Training for Direct Ophthalmoscopy,Direct-Ophthalmoscopy-Simulator-Study,2017-01-31,2019,COMPLETED,,78.0,ACTUAL,Other,Missing/Not Listed,General/Other,General/Other,Device/Hardware,False,False,False,True
NCT04157530,Clinical Evaluation of Acupuncture in Treating Glaucoma,Clinical Evaluation of Acupuncture in Treating Glaucoma,2018-03-01,2019,COMPLETED,,45.0,ACTUAL,Other,Taiwan,Glaucoma,Glaucoma,Device/Hardware,False,False,True,True
NCT04158622,Retinal Displacement Rates in Pneumatic Retinopexy Versus Pars Plana Vitrectomy For Primary Retinal Detachment,A Randomized controllEd Trial Comparing Pneumatic Retinopexy Versus Pars plAna Vitrectomy for the Management of Primary Retinal Detachment: Retinal Displacement Rates and Impact on Patient Quality of Life: The REVEAL Study,2021-03-15,2019,UNKNOWN,,100.0,ESTIMATED,Other,Canada,Retina,Surgical Retina,Surgical/Interventional,False,False,True,True
NCT04158791,Outcomes Based on the Pre-operative Integrity of IS/OS Junction in Idiopathic Epimacular Membrane Surgery,Surgery for Idiopathic Epimacular Membrane: Morpho-functional Outcomes Based on the Pre-operative Macular Integrity of Photoreceptoral Junction. A Prospective Pilot Study.,2018-03-25,2019,COMPLETED,,18.0,ACTUAL,Other,Italy,Retina,Surgical Retina,Surgical/Interventional,False,False,True,True
NCT04159246,Role OF OCT-A TO Detect Possible Retinal Vascular Complications of Sofosbuvir in Patients With Hepatitis C,Role OF OCT-A TO Detect Possible Retinal Vascular Complications of Sofosbuvir (Sovaldi) in Patients With Hepatitis C Virus Infection,2019-02-10,2019,UNKNOWN,,30.0,ESTIMATED,Other,Egypt,Retina,Medical Retina,Pharmacologic,False,False,False,True
NCT04159714,Bandage Contact Lens Application for the Management of Corneal Abrasion,Bandage Contact Lens Application for the Management of Corneal Abrasion in the Emergency Department,2019-09-10,2019,TERMINATED,,1.0,ACTUAL,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Device/Hardware,False,False,True,True
NCT04159935,Investigating iLux Efficacy in Contact Lens Wearers With Evaporative Dry Eye Disease,Investigating iLux Efficacy in Contact Lens Wearers With Evaporative Dry Eye Disease,2019-11-15,2019,TERMINATED,PHASE4,28.0,ACTUAL,Other,Canada,Cornea & Ocular Surface,Cornea & Ocular Surface,Device/Hardware,False,False,True,False
NCT04160338,Assessment of Corneal Endothelium After Collagen Cross Linking,A Specular Microscopic Study of Corneal Endothelium After Accelerated Corneal Collagen Cross Linking,2019-12-31,2019,UNKNOWN,,25.0,ESTIMATED,Other,Missing/Not Listed,Cornea & Ocular Surface,Cornea & Ocular Surface,Device/Hardware,False,False,False,True
NCT04160988,"A Single-center, Retrospective Study to Evaluate the Clinical Performance of Artificial Intelligence Medical Assisted Diagnostic Software (VeriSee DR) for Screening of Diabetic Retinopathy in Patients With Diabetes Mellitus","A Single-center, Retrospective Study to Evaluate the Clinical Performance of Artificial Intelligence Medical Assisted Diagnostic Software (VeriSee DR) for Screening of Diabetic Retinopathy in Patients With Diabetes Mellitus",2019-12-16,2019,COMPLETED,,703.0,ACTUAL,Industry,Taiwan,Retina,Retina (Other/Unclear),Other/Unspecified,True,False,True,True
NCT04161326,Environmental Health and Myopia Prevention and Control,Environmental Health and Myopia Prevention and Control: A Longitudinal Study in China,2016-01-01,2019,UNKNOWN,,100000.0,ESTIMATED,Other,China,Refractive Surgery,Refractive Surgery,Other/Unspecified,False,False,True,False
NCT04161729,Effects of Intraoperative Magnesium Sulfate on Perioperative Pain Relief After Spine Surgery,"Effects of Intraoperative Magnesium Sulfate on Pain Relief, Hemodynamics and Quality of Recovery After Spine Surgery",2020-01-28,2019,COMPLETED,PHASE4,74.0,ACTUAL,Other,Greece,General/Other,General/Other,Pharmacologic,False,False,False,True
NCT04161963,Incidence of Sub-clinical Cystoid Macular Edema After Cataract Surgery,Incidence of Sub-clinical Cystoid Macular Edema After Cataract Surgery,2019-03-04,2019,UNKNOWN,,150.0,ESTIMATED,Other,Switzerland,Glaucoma,Glaucoma,Surgical/Interventional,False,True,True,True
NCT04162314,"Beta-1,3/1,6-D-Glucan Ganoderma Lucidum on Non-infectious and Idiopathic Uveitis","The Role of β-1,3/1,6-D-Glucan From Extract of Indonesian Ganoderma Lucidum Mycelium as a Combination Therapy With Methylprednisolone for Treatment of Non-infectious and Idiopathic Uveitis: A Double-blind Randomized Pilot Study",2020-01-21,2019,UNKNOWN,PHASE2/PHASE3,20.0,ESTIMATED,Other,Indonesia,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT04163328,Effects of Supplementation With PUFAs and Antioxidants for Contact Lens Discomfort,Effects of Supplementation With PUFAs and Antioxidants for Contact Lens Discomfort,2022-09-16,2019,TERMINATED,PHASE4,31.0,ACTUAL,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT04163926,Optometric Follow-up After Cataract Surgery,Optometric Versus Ophthalmic Follow up of Cataract Surgery Patients in Northern Ireland: A Mixed Methods Study,2022-02-28,2019,WITHDRAWN,,0.0,ACTUAL,Other,Missing/Not Listed,Cataract & Lens,Cataract & Lens,Surgical/Interventional,False,False,True,True
NCT04164134,New Strategies to Detect Cancers in Carriers of Mutations in RB1,"New Strategies to Detect Cancers in Carriers of Mutations in RB1: Blood Tests Based on Tumor-educated Platelets, or Extracellular Vesicles.",2018-12-13,2019,COMPLETED,,378.0,ACTUAL,Other,France|Germany|Netherlands,Ocular Oncology,Ocular Oncology,Other/Unspecified,False,False,True,False
NCT04164355,Study of Retinal and Choriocapillary Vascular Changes in Patients Undergoing Tadalafil 20mg,Evaluation of Retinal and Choriocapillary Vascular Changes Using Optical Coherence Tomography Angiography in Patients Undergoing Tadalafil 20mg on Alternative Days: a Single-centre Prospective-control,2020-07-04,2019,COMPLETED,,40.0,ACTUAL,Other,Italy,Retina,Medical Retina,Pharmacologic,False,False,False,True
NCT04164407,"Keratoconus, Corneal Diseases and Transplant Registry","Keratoconus, Corneal Diseases and Transplant Registry (KCDTR)",2019-12-01,2019,UNKNOWN,,800.0,ESTIMATED,Other,France,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,True,True,True
NCT04164459,Evaluating the Efficacy and Safety of Xalost S in Glaucoma Patients.,"A Multi-center, Randomized, Blinded Evaluator, Active Control, Parallel, Phase IV Study to Evaluate the Efficacy and Safety of Xalost S in Glaucoma Patients.",2018-12-19,2019,UNKNOWN,PHASE4,144.0,ESTIMATED,Industry,South Korea,Glaucoma,Glaucoma,Pharmacologic,False,False,True,True
NCT04165785,Efficiency and Changes of Cytokines Expression in Tear After Intense Pulsed Light Treating Dry Eye Disease,Efficiency and Changes of Cytokines Expression in Tear After Intense Pulsed Light Treating Evaporated Dry Eye With Demodicosis,2018-08-20,2019,COMPLETED,,64.0,ACTUAL,Other,China,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,False,True,True
NCT04166578,Analgetic Effect of Two Solutions of Intracameral Anesthesia During Cataract Surgery in Patients,Comparison of Analgetic Effect of Two Solutions of Intracameral Anesthesia During Cataract Surgery: a Pilot Study,2017-01-01,2019,COMPLETED,,62.0,ACTUAL,Other,Poland,Cataract & Lens,Cataract & Lens,Pharmacologic,False,False,False,True
NCT04168112,Intracanalicular Dexamethasone Insert for Post-Corneal Cross-Linking Inflammation and Pain- The LINK Study,Intracanalicular Dexamethasone Insert for Post-Corneal Cross-Linking Inflammation and Pain- The LINK Study,2020-02-12,2019,COMPLETED,PHASE4,20.0,ACTUAL,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT04168255,Double Retinal Tamponade for Retinal Detachment With PVR and Inferior Breaks.,Perfluorocarbone Liquids for Tamponading Lower Retinal Breaks to Achieve Retinal Reattachment in Eyes of Retinal Detachment With Proliferative Vitreoretinopathy,2017-10-01,2019,COMPLETED,,30.0,ACTUAL,Other,Egypt,Retina,Surgical Retina,Surgical/Interventional,False,False,True,True
NCT04169061,Impact of Acthar on Everyday Life of Participants With Severe Keratitis,"A Multicenter, Open-label Study to Assess the Efficacy and Safety of Acthar® Gel in Subjects With Severe Keratitis",2019-11-13,2019,COMPLETED,PHASE4,36.0,ACTUAL,Industry,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT04169802,Study Evaluating Retinal Health Monitoring System Visual Acuity Module.,"An Observational, Non-Significant Risk Study Of The Retinal Health Monitoring System (RHMS) - Visual Acuity Module - In Normal Patients And Patients With Neovascular Age-Related Macular Degeneration (AMD)",2019-11-20,2019,COMPLETED,,25.0,ACTUAL,Industry,United States,Retina,Retina (Other/Unclear),Imaging/Diagnostics,False,False,True,True
NCT04169919,Modified Treatment for Epidemic Keratoconjunctivitis (EKC),Povidone Iodine 5% Eye Wash in Treatment of Epidemic Keratoconjunctivitis,2014-11-30,2019,COMPLETED,,350.0,ACTUAL,Other,Missing/Not Listed,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,False,True
NCT04171141,Study to Test the Safety and Tolerability of PF-07062119 in Patients With Selected Advanced or Metastatic Gastrointestinal Tumors.,"A PHASE 1 DOSE ESCALATION AND EXPANSION STUDY EVALUATING THE SAFETY, TOLERABILITY, PHARMACOKINETICS, PHARMACODYNAMICS AND ANTI TUMOR ACTIVITY OF PF-07062119 IN PATIENTS WITH ADVANCED GASTROINTESTINAL TUMORS",2019-11-19,2019,TERMINATED,PHASE1,79.0,ACTUAL,Industry,Australia|Japan|United States,Retina,Medical Retina,Pharmacologic,False,False,False,True
NCT04171518,A Real-World Evidence Study in China of the Catalys Precision Laser System,A Real-World Evidence Study in China Boao Lecheng International Medical Tourism Pilot Zone of the Catalys Precision Laser System (Model: Catalys Precision Laser System),2019-11-22,2019,COMPLETED,,139.0,ACTUAL,Industry,China,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,True,True,True
NCT04172857,Treatment of Malignant Glaucoma by Anterior Vitrectomy From Two Different Approaches,Treatment of Malignant Glaucoma Secondary to Cataract Surgery Combined With Goniosynechialysis by Anterior Vitrectomy From Two Different Approaches,2015-05-01,2019,COMPLETED,,9.0,ACTUAL,Other,Missing/Not Listed,Glaucoma,Glaucoma,Surgical/Interventional,False,False,False,True
NCT04172935,Productivity Study of Presbyopia Improvement in Textile Workers,Productivity Study of Presbyopia Improvement in Textile Workers,2019-12-13,2019,NOT_YET_RECRUITING,,136.0,ESTIMATED,Other,China,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT04172961,Clinical Efficacy of Two Topical Dry Eye Drops for Central Corneal Stain Clearing Over 90 Days,A Phase 4 Study to Assess the Clinical Efficacy of Nanomicellular Cyclosporine 0.09% Versus Lifitegrast 5.0% for Central Corneal Stain Clearing Over 90 Days,2020-02-01,2019,UNKNOWN,PHASE4,100.0,ESTIMATED,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT04173780,Topical 0.01% Atropine for the Control of Fast Progressing Myopia,Topical 0.01% Atropine for the Control of Fast Progressing Myopia,2020-02-12,2019,TERMINATED,PHASE2/PHASE3,60.0,ACTUAL,Other,France,Refractive Surgery,Refractive Surgery,Pharmacologic,False,False,True,False
NCT04174209,CHOICE OF SUBJECTIVE OCULAR REFRACTION TECHNIQUE AND CORNEAL TOPOGRAPHY OF KERATOCONUS,CHOICE OF SUBJECTIVE OCULAR REFRACTION TECHNIQUE AND CORNEAL TOPOGRAPHY OF KERATOCONUS,2019-11-18,2019,COMPLETED,,52.0,ACTUAL,Other,France,Cornea & Ocular Surface,Cornea & Ocular Surface,Behavioral/Service,False,False,True,True
NCT04174924,Molecular Background of Endothelial Cell Loss in Patients With Phakic Intraocular Lenses: a Tear and Aqueous Humour Analysis Study,Molecular Background of Endothelial Cell Loss in Patients With Phakic Intraocular Lenses (MoBack-ECL): a Tear and Aqueous Humour Analysis Study,2020-07-02,2019,COMPLETED,,126.0,ACTUAL,Other,Netherlands,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,False,True,True
NCT04175444,Establishing a Normative Database in Pediatric Population of the Head-mounted visuALL Field Analyzer,Establishing a Normative Database in Pediatric Population of the Head-mounted visuALL Field Analyzer,2020-06-15,2019,COMPLETED,,50.0,ACTUAL,Other,United States,Glaucoma,Glaucoma,Imaging/Diagnostics,False,False,False,True
NCT04175938,Assessment of Corneal Endothelial Function Following Hypoxic Stress,Assessment of Corneal Endothelial Function Following Hypoxic Stress,2025-12-31,2019,RECRUITING,PHASE1/PHASE2,20.0,ESTIMATED,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Device/Hardware,False,False,True,True
NCT04175951,Tecnis Eyhance Versus Rayner RayOne Study,Visual and Optical Outcomes After Bilateral Implantation of Tecnis Eyhance Versus Rayner RayOne Aspheric in Patients Undergoing Routine Cataract Surgery,2019-10-24,2019,UNKNOWN,,50.0,ESTIMATED,Other,United Kingdom,Cataract & Lens,Cataract & Lens,Device/Hardware,False,False,True,True
NCT04176185,"A Research Study in Chinese People With Allergy to House Dust Mites, Using an Environmental Exposure Chamber",A Phase III Trial Evaluating the Efficacy and Safety of the House Dust Mite (HDM) Sublingual Immunotherapy (SLIT)-Tablet in Adult Chinese Subjects With HDM Allergic Rhinitis/Rhinoconjunctivitis Using an Environmental Exposure Chamber,2019-11-04,2019,TERMINATED,PHASE3,80.0,ACTUAL,Industry,Austria|China,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT04176211,The Impact of Myasthenia Gravis in the Real World,The Impact of Myasthenia Gravis in the Real World,2019-12-12,2019,COMPLETED,,2847.0,ACTUAL,Industry,United Kingdom,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT04176965,Investigation of the Safety and Effectiveness of a Trifocal IOL,Clinical Investigation of the Safety and Effectiveness of FINEVISION HP Trifocal IOL,2022-04-28,2019,COMPLETED,,539.0,ACTUAL,Industry,United States,Cataract & Lens,Cataract & Lens,Device/Hardware,False,False,False,True
NCT04177069,Evaluate the Improving Effects of Visucomplex Plus on Quality of Life in Patients With AMD,Real World Study to Evaluate the Improving Effects of Visucomplex Plus on Quality of Life in Patients With Dry and Wet Age-related Macular Degeneration (AMD),2019-12-11,2019,UNKNOWN,,160.0,ESTIMATED,Industry,Italy,Retina,Retina (Other/Unclear),Other/Unspecified,False,False,False,True
NCT04177082,Safety and Effectiveness of the PXL-Platinum 330 System for CXL Using Riboflavin Solution,Evaluation of the Safety and Effectiveness of the PXL-Platinum 330 System for Corneal Collagen Cross-linking in Eyes With Corneal Thinning Conditions Using Peschke Riboflavin Solution,2020-01-10,2019,COMPLETED,PHASE1,200.0,ACTUAL,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Other/Unspecified,False,False,True,True
NCT04177771,A Clinical Study to Evaluate The Safety and Effectiveness of The RxSight Light Adjustable Lens (LAL) In Subjects Desiring an Extended Depth of Focus,A Prospective Randomized Controlled Multi-center Clinical Study to Evaluate The Safety and Effectiveness of The RxSight Light Adjustable Lens (LAL) In Subjects Desiring an Extended Depth of Focus,2019-11-15,2019,TERMINATED,,34.0,ACTUAL,Industry,United States,Cataract & Lens,Cataract & Lens,Device/Hardware,False,False,True,True
NCT04177914,HCRN Endoscopic Versus Shunt Treatment of Hydrocephalus in Infants,Endoscopic Versus Shunt Treatment of Hydrocephalus in Infants,2020-07-21,2019,RECRUITING,PHASE3,176.0,ESTIMATED,Other,Canada|United States,General/Other,General/Other,Surgical/Interventional,False,False,False,True
NCT04178200,Evaluation of Duration of Anesthesia and Patient Satisfaction After Retrobulbar Block Applied in Cataract Surgery,Evaluation of Duration of Anesthesia and Patient Satisfaction After Retrobulbar Block Applied in Cataract Surgery,2019-12-16,2019,UNKNOWN,,80.0,ESTIMATED,Other,Turkey (Türkiye),Cataract & Lens,Cataract & Lens,Pharmacologic,False,False,True,True
NCT04178499,Smoking: Cytokines in Vitreous and Aqueous Humor,Smoking: Cytokines in Vitreous and Aqueous Humor,2012-01-01,2019,COMPLETED,,50.0,ACTUAL,Other,Missing/Not Listed,General/Other,General/Other,Imaging/Diagnostics,False,False,False,True
NCT04178720,Clinical Evaluation of a Daily Wear Monthly Replacement Silicone Hydrogel Lens,Clinical Evaluation of a Daily Wear Monthly Replacement Silicone Hydrogel Lens,2020-01-28,2019,COMPLETED,,119.0,ACTUAL,Industry,United States,Refractive Surgery,Refractive Surgery,Device/Hardware,False,False,True,False
NCT04178863,CATS Tonometer IOP Reduction Latanoprost Verses Timolol,Efficacy of Topical Latanoprost 0.005% Verses Timolol 0.5% Demonstrated by Corneal Biomechanical Correcting Modified Goldmann Prism,2018-07-01,2019,UNKNOWN,PHASE4,72.0,ESTIMATED,Industry,United States,Glaucoma,Glaucoma,Pharmacologic,False,False,True,True
NCT04180111,Cross Linking Corneal Biomechanical Evaluation of CATS Tonometer Prism,Cross Linking Corneal Biomechanical Evaluation of CATS Tonometer Prism,2019-05-05,2019,UNKNOWN,,18.0,ESTIMATED,Industry,United States,Glaucoma,Glaucoma,Surgical/Interventional,False,True,True,True
NCT04180865,The Dutch Parkinson and Cognition Study,The Dutch Parkinson and Cognition Study (DUPARC): A Prospective Study on Cognitive Pathology in de Novo Parkinson'Disease,2017-10-01,2019,UNKNOWN,,150.0,ESTIMATED,Other,Netherlands,General/Other,General/Other,Other/Unspecified,False,False,False,True
NCT04181593,Phase 3 Study of the Safety and Efficacy of OmegaD Softgels in the Treatment of Dry Eye Disease,"A Randomized, Multicenter, Double-Masked, Placebo Controlled Study of the Safety and Efficacy of OmegaD Softgels in the Treatment of Dry Eye Disease",2019-11-18,2019,COMPLETED,PHASE3,322.0,ACTUAL,Industry,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT04181632,Evaluation of Pain Alleviating Strategies During Allergy Shots,Evaluation of Pain Alleviating Strategies During Allergy Shots (Subcutaneous Immunotherapy): A Randomized Controlled Study (Pain Perception With Allergy Shot Techniques: PPAST),2019-05-20,2019,COMPLETED,,40.0,ACTUAL,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Surgical/Interventional,False,True,False,True
NCT04182919,"""Efficacy and Safety of Phlai Capsule Compared to Placebo as the Treatment in Allergic Rhinitis Patients""","""Efficacy and Safety of Phlai Capsule Compared to Placebo as the Treatment in Allergic Rhinitis Patients""",2020-01-31,2019,COMPLETED,PHASE3,267.0,ACTUAL,Other,Thailand,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,False,True
NCT04182984,TheRapeutic Effect of Different immunosuppressAnts on Non-Thymoma Ocular Myasthenia Gravis: a Real-world Study,TheRapeutic Effect of Different immunosuppressAnts on Non-Thymoma Ocular Myasthenia Gravis: a Real-world Study,2019-11-04,2019,UNKNOWN,,200.0,ESTIMATED,Other,China,General/Other,General/Other,Pharmacologic,False,False,False,True
NCT04183387,Simvastatin in Uveitis,Open-label Randomized Study of Efficacy and Safety of Simvastatin in Uveitis,2014-09-30,2019,COMPLETED,PHASE2,50.0,ACTUAL,Other,Russia,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
NCT04184063,Study of NBMI Treatment in Patients With Atypical Parkinsons (PSP or MSA),"A Pilot Exploratory, Randomised, Placebo-controlled, Double Blinded, Cross-over , Phase 2a Study to Explore Efficacy and Safety of NBMI Treatment in Patients With Progressive Supranuclear Palsy (PSP) or Multiple System Atrophy (MSA)",2019-09-16,2019,COMPLETED,PHASE2,20.0,ACTUAL,Industry,Slovenia,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,False
NCT04184518,Durvalumab (MEDI4736) Plus Cediranib in Patients With Metastatic Uveal Melanoma,"Phase II, Open-Label Study of Preliminary Efficacy of Durvalumab (MEDI4736) in Combination With Cediranib in Patients With Metastatic Uveal Melanoma",2020-05-31,2019,WITHDRAWN,PHASE2,0.0,ACTUAL,Other,Spain,Ocular Oncology,Ocular Oncology,Pharmacologic,False,False,True,False
NCT04184726,Mindfulness Based Cognitive Therapy Modified for Visual Symptoms (MBCT-vision),Mindfulness Based Cognitive Therapy Modified for Visual Symptoms: MBCT-vision,2020-01-09,2019,COMPLETED,,22.0,ACTUAL,Other,United Kingdom,Comprehensive & Public Health,Comprehensive & Public Health,Behavioral/Service,False,False,True,False
NCT04184999,Effect of Intraoperative Dexamethasone on Post-op Dry Eye,Evaluation of Intraoperative Use of Dexycu on the Signs and Symptoms of Dry Eye,2019-08-10,2019,COMPLETED,PHASE4,40.0,ACTUAL,Other,United States,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,True
NCT04185038,Study of B7-H3-Specific CAR T Cell Locoregional Immunotherapy for Diffuse Intrinsic Pontine Glioma/Diffuse Midline Glioma and Recurrent or Refractory Pediatric Central Nervous System Tumors,Phase 1 Study of B7-H3-Specific CAR T Cell Locoregional Immunotherapy for Diffuse Intrinsic Pontine Glioma/Diffuse Midline Glioma and Recurrent or Refractory Pediatric Central Nervous System Tumors,2019-12-11,2019,RECRUITING,PHASE1,90.0,ESTIMATED,Other,United States,General/Other,General/Other,Pharmacologic,False,False,False,True
NCT04185402,Azithromycin Reduction to Reach Elimination of Trachoma,Azithromycin Reduction to Reach Elimination of Trachoma,2021-05-29,2019,COMPLETED,PHASE4,74920.0,ACTUAL,Other,Niger,Cornea & Ocular Surface,Cornea & Ocular Surface,Pharmacologic,False,False,True,False
NCT04185415,A Study to Test the Safety and Tolerability of UCB0107 in Study Participants With Progressive Supranuclear Palsy (PSP),"A Participant-Blind, Investigator-Blind, Placebo-Controlled, Phase 1b Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of UCB0107 in Study Participants With Progressive Supranuclear Palsy (PSP)",2019-12-03,2019,COMPLETED,PHASE1,25.0,ACTUAL,Industry,Belgium|Germany|Spain|United Kingdom,Neuro-Ophthalmology,Neuro-Ophthalmology,Pharmacologic,False,False,True,False
NCT04186559,Topical Pentoxifylline Gel on Behcet's Disease Genital Ulcers,Clinical Protocol to Evaluate Use of Topical Pentoxifylline Gel on Behcet's Disease Genital Ulcers,2024-02-29,2019,UNKNOWN,PHASE2,60.0,ESTIMATED,Industry,United States,Uveitis & Inflammation,Uveitis & Inflammation,Pharmacologic,False,False,True,True
